id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performersource,source_key,source_page_num,source_song_num,source_date,catalogue_numberencoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum,encoder,catalogue_num
shanx648,Hai tai,,"Asia, China, Shanxi Daixian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Aisu,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx648.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx648.krn,shanx648.krn,kern,56f2f67b0f183e96436273c9263851ef,Helmut Schaffrath,J0646
shanx649,Nzi buhuijia,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx649.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx649.krn,shanx649.krn,kern,853346e7810c6ba9d3c7c1aeb7a6bc5c,Helmut Schaffrath,J0647
shanx650,Hai puojia,,"Asia, China, Shanxi Zuoquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx650.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx650.krn,shanx650.krn,kern,ea882a51f7415cd0beff15b8e52a2032,Helmut Schaffrath,J0648
shanx651,Yongbuneng zhu niangjia,,"Asia, China, Shanxi Yuanping",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx651.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx651.krn,shanx651.krn,kern,a1b09f85da76c56d1729ca9859aae384,Helmut Schaffrath,J0649
shanx652,Yongbuneng zhu niangjia,,"Asia, China, Shanxi Shuoxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx652.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx652.krn,shanx652.krn,kern,0f0323a25ef2de977350cb68cadf8b97,Helmut Schaffrath,J0650
shanx653,Jin tan shisheng,,"Asia, China, Shanxi Jinbei",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Chundiao. Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx653.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx653.krn,shanx653.krn,kern,2958dd26bd055006586a04236ff672b6,Helmut Schaffrath,J0651
shanx654,Da guandeng,,"Asia, China, Shanxi Qinyuan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Fengsuge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx654.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx654.krn,shanx654.krn,kern,e943959124f7b7ff90999c6a44df0de1,Helmut Schaffrath,J0652
shanx655,Dui hua,,"Asia, China, Shanxi Qinyuan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Xiaodiao, Duihua. Fengsu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx655.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx655.krn,shanx655.krn,kern,0ce63f2dbb32e2ef85790a2a23172f77,Helmut Schaffrath,J0653
shanx656,Ping diao,,"Asia, China, Shanxi Qinyuan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,Xiaodiao. Pingdiao,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx656.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx656.krn,shanx656.krn,kern,ec06b70cf204c86292b7445ed1e40f77,Helmut Schaffrath,J0654
shanx657,Xiaojie suanming,,"Asia, China, Shanxi Jinbei",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Qingge, Sichun",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx657.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx657.krn,shanx657.krn,kern,5980bf0e2e62220e2a7411f692a8e19e,Helmut Schaffrath,J0655
shanx658,Da xiuqian,,"Asia, China, Shanxi Zuoquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Qingge, Sichun",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx658.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx658.krn,shanx658.krn,kern,11288377ac9fec7fbd946830b62f3412,Helmut Schaffrath,J0656
shanx659,Kua nxiu,,"Asia, China, Shanxi Fansi",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Qingge, Sichun",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx659.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx659.krn,shanx659.krn,kern,78df61d336ce252ce98ff47b8d6c681e,Helmut Schaffrath,J0657
shanx660,Jian lantan,,"Asia, China, Shanxi Pingjie",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Xiaodiao, Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx660.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx660.krn,shanx660.krn,kern,9a7f8785ed26a2a3e6d1b526d5095db9,Helmut Schaffrath,J0658
shanx661,Jian lantan,,"Asia, China, Shanxi Pingjie",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx661.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx661.krn,shanx661.krn,kern,c61eebd0f24d8310cd07391f9d851e74,Helmut Schaffrath,J0659
shanx662,Jian lantan,,"Asia, China, Shanxi Jingzhong",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx662.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx662.krn,shanx662.krn,kern,ec101d4789b16004110ca18f31dd453f,Helmut Schaffrath,J0660
shanx663,Jian lantan,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx663.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx663.krn,shanx663.krn,kern,6f6576dd3bdeab2bb5b056bf5822f7c5,Helmut Schaffrath,J0661
shanx664,Jian lantan,,"Asia, China, Shanxi Qinyuan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Xiaodiao, Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx664.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx664.krn,shanx664.krn,kern,4e9a0ca18a8d7d09ce66b1dc7ea05e61,Helmut Schaffrath,J0662
shanx665,Laicheng bainian,,"Asia, China, Shanxi Lishi",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx665.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx665.krn,shanx665.krn,kern,a0ad35c939526a2e2492f98d921d3aca,Helmut Schaffrath,J0663
shanx666,Laicheng bainian,,"Asia, China, Shanxi Baode",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Xiaodiao, Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx666.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx666.krn,shanx666.krn,kern,2c511ddd12adab06241b642ae100b028,Helmut Schaffrath,J0664
shanx667,Laicheng bainian,,"Asia, China, Shanxi Liuliang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx667.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx667.krn,shanx667.krn,kern,311712eb2c4aeea1857ac1f63b30abd8,Helmut Schaffrath,J0665
shanx668,Bai xinnian,,"Asia, China, Shanxi Jindong",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx668.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx668.krn,shanx668.krn,kern,42335247b7323e21b2ffa9de776509db,Helmut Schaffrath,J0666
shanx669,Da suanzao,,"Asia, China, Shanxi Yuanping",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Laodong, Fengsu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx669.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx669.krn,shanx669.krn,kern,52f4b59cf2429208f360b68cda39beae,Helmut Schaffrath,J0667
shanx670,Da suanzao,,"Asia, China, Shanxi Wutai",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Laodong, Fengsu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx670.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx670.krn,shanx670.krn,kern,05a297437cc14ed49427d60e744d7d53,Helmut Schaffrath,J0668
shanx671,Da suanzao,,"Asia, China, Shanxi Xingxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Laodong, Fengsu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx671.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx671.krn,shanx671.krn,kern,dab7ce981c72b2d1761c0239ab9c898a,Helmut Schaffrath,J0669
shanx672,Da suanzao,,"Asia, China, Shanxi Xingxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Laodong, Fengsu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx672.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx672.krn,shanx672.krn,kern,9f7c326661ef3ca95fe0217895db5874,Helmut Schaffrath,J0670
shanx673,Biandan ge,,"Asia, China, Shanxi Yuencheng",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Laodong, Fengsu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx673.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx673.krn,shanx673.krn,kern,124969160e843950c907e68861d20a30,Helmut Schaffrath,J0671
shanx674,Xiuehua ba,,"Asia, China, Shanxi Yanbei",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Laodong, Fengsu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx674.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx674.krn,shanx674.krn,kern,51b015f3fc695300a14b11383f5151aa,Helmut Schaffrath,J0672
shanx675,Shaliang diao,,"Asia, China, Shanxi Wuzhai",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Fengsuge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx675.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx675.krn,shanx675.krn,kern,40a2adce084de99f719902537875c33b,Helmut Schaffrath,J0673
shanx676,Rao wanwan,,"Asia, China, Shanxi Yanbei",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Fengsuge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx676.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx676.krn,shanx676.krn,kern,284bec3e79e3d8479a032b86390dda3d,Helmut Schaffrath,J0674
shanx677,Sheng ge,,"Asia, China, Shanxi Puxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Fengsuge, Zongjiao",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx677.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx677.krn,shanx677.krn,kern,01fe01d831afdcbadd183b5abcf96e2a,Helmut Schaffrath,J0675
shanx678,Xiaonigu sifan,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Sichun,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx678.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx678.krn,shanx678.krn,kern,d771ffb318a9449209e4138e78024f7e,Helmut Schaffrath,J0676
shanx679,Xiaonigu sichuen,,"Asia, China, Shanxi Hejin",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Sichun,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx679.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx679.krn,shanx679.krn,kern,f1d476dfcedf9e685d48d87cc14af886,Helmut Schaffrath,J0677
shanx680,Hengjiang lou,,"Asia, China, Shanxi Zuoquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Sichun,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx680.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx680.krn,shanx680.krn,kern,521b4cefef5679e72bac01990481629e,Helmut Schaffrath,J0678
shanx681,Ba tianqiao,,"Asia, China, Shanxi Gaoping",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Sichun,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx681.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx681.krn,shanx681.krn,kern,db3763f8652d0c4a48bc06a44a0d6cb1,Helmut Schaffrath,J0679
shanx682,Pianpuo niu,,"Asia, China, Shanxi Qinyuan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Sichun,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx682.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx682.krn,shanx682.krn,kern,92d81e3fd5dfae8e6b382a038ce56d61,Helmut Schaffrath,J0680
shanx683,Zou luoyang,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Sichun,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx683.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx683.krn,shanx683.krn,kern,d8cae4bfe13607de7437dec856fce900,Helmut Schaffrath,J0681
shanx684,Jingebeng caomao,,"Asia, China, Shanxi Shengchi",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Sichun,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx684.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx684.krn,shanx684.krn,kern,7541bab76d9fa2616d7732f1c208d626,Helmut Schaffrath,J0682
shanx685,Da shujiu,,"Asia, China, Shanxi Qinyuan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Xiaodiao. Sichun,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx685.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx685.krn,shanx685.krn,kern,f034d8f4eac69ce199a328dbb55dddcf,Helmut Schaffrath,J0683
shanx686,Jiujiu niao,,"Asia, China, Shanxi Yanbei",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Sichun,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx686.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx686.krn,shanx686.krn,kern,b6beaedf75e792fe9e1191299d99b1cf,Helmut Schaffrath,J0684
shanx687,Panerlang,,"Asia, China, Shanxi Yingxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx687.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx687.krn,shanx687.krn,kern,688a02f31a8a027ce27182191da6e019,Helmut Schaffrath,J0685
shanx688,La l,,"Asia, China, Shanxi Yangquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx688.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx688.krn,shanx688.krn,kern,879a1900914002901446f74b545ae384,Helmut Schaffrath,J0686
shanx689,Lugouqin shangshou,,"Asia, China, Shanxi Wutai",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx689.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx689.krn,shanx689.krn,kern,77ad0e52fd70ca91b8261973a7daa0d5,Helmut Schaffrath,J0687
shanx690,Gouqin shangshou,,"Asia, China, Shanxi Yuaping",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx690.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx690.krn,shanx690.krn,kern,64073f01736d510692a2ef731158ad4c,Helmut Schaffrath,J0688
shanx691,Wainiutizi,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx691.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx691.krn,shanx691.krn,kern,40b68263c37ef3318962d09082ff6b0f,Helmut Schaffrath,J0689
shanx692,Zhengzhu daojuanlian,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx692.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx692.krn,shanx692.krn,kern,e33ae1b2fa22d9c0a10462cee79cf7f2,Helmut Schaffrath,J0690
shanx693,Zhenzhu daojuanlian,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx693.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx693.krn,shanx693.krn,kern,dfe73a085f9a9940215fac8638af6cf9,Helmut Schaffrath,J0691
shanx694,Caochuan jiejian,,"Asia, China, Shanxi Jinbei",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx694.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx694.krn,shanx694.krn,kern,4fffb167f2e9eeb969842504b90af7e3,Helmut Schaffrath,J0692
shanx695,Xiuxian youhu,,"Asia, China, Shanxi Shouyang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx695.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx695.krn,shanx695.krn,kern,a706cac3b36e2a8f2f4a7e3857ea5c19,Helmut Schaffrath,J0693
shanx696,Zhangsheng xi yuanyang,,"Asia, China, Shanxi Jinzhong",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx696.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx696.krn,shanx696.krn,kern,f63c2af3aac46e5f6af0a95c3ffecd4e,Helmut Schaffrath,J0694
shanx697,Zhangsheng xi yuanyang,,"Asia, China, Shanxi Jingle",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx697.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx697.krn,shanx697.krn,kern,86843213d79260e3f723cc9eb14c47ca,Helmut Schaffrath,J0695
shanx698,Zhangsheng xi yuanyang,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx698.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx698.krn,shanx698.krn,kern,edcd69eab8f734ab845dcbe7ac42a073,Helmut Schaffrath,J0696
shanx699,Nanjing dao beijing,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx699.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx699.krn,shanx699.krn,kern,6746d880cd65b88c0e1d9c4087a328f2,Helmut Schaffrath,J0697
shanx700,Fu pantao,,"Asia, China, Shanxi Qinyuan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx700.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx700.krn,shanx700.krn,kern,6ba46eb1b4e7b97e447c4460ca566c9e,Helmut Schaffrath,J0698
shanx701,Zhuyngtai xiashan,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx701.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx701.krn,shanx701.krn,kern,885f6aa8acd9d16bddd4d7eb5fce9cce,Helmut Schaffrath,J0699
shanx702,Zhuyngtai xiashan,,"Asia, China, Shanxi Yuanping",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Xshi",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx702.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx702.krn,shanx702.krn,kern,d8a4e1d475562717eed54a6981a72a1a,Helmut Schaffrath,J0700
shanx703,Hua shanmianr,,"Asia, China, Shanxi Wutai",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Shidiao. Fengsu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx703.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx703.krn,shanx703.krn,kern,2ab2e7ff39d102a07d43ed4589d081b0,Helmut Schaffrath,J0701
