id,dataset_id,title,title_translation,location,latitude,longitude,auto_geocoded,language,glottolog_id,culture,culture_dplace_id,culture_hraf_id,genres,performers,performer_genders,instrumentation,instrument_use,percussion_use,voice_use,tonality,scale,ambitus,tempo,meter,metric_classification,collectors,collection_date,collection_date_earliest,collection_date_latest,publication_key,publication_type,publication_title,publication_authors,publication_date,publication_page_num,publication_song_num,tune_family_id,catalogue_num,publication_preview_url,encoders,encoding_date,contributors,copyright,license_id,file_path,file_format,version,file_checksum,file_url,file_preview_url,file_has_lyrics,file_has_music,file_has_licence,other_fields,comments,warnings,description,lyrics
p0988,pinck-verklingende-weisen,Joseppelied,,Lothringen,,,,,,,,,,,,,,,,F,pentatonic major,5,,3/8 ,,"Joseppelied (3-16), S. 55",,,,pinck1933verklingende3,,,,,55,16,,,,Damien Sagrillo,,,,,data/p0988.krn,kern,,6402b66f1f4c6adcc2438de44968fc27,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0988.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0988.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/8 ]  ZZ[4"", ""rhy1"": ""X_  X_X_X_  X_X_X_  X_X_X_  X_X_"", ""rhy2"": ""X_  X_X_XX  X_X_X_  X_X_X_  X_X_"", ""key"": ""P0988  16  F 3/8 ]  ZZ[4"", ""kad"": ""1231"", ""akz"": ""2241_4212_2543_2141_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__b__c__d__"", ""fok"": ""'^d_^__Ma_\\__"", ""n7k"": ""0] N7[0] O1[5] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0990,pinck-verklingende-weisen,Vogellied,,Lothringen,,,,,,,,,,,,,,,,G,heptatonic ionian,9,,2/4 ,,"Vogellied (3-18), S. 63",,,,pinck1933verklingende3,,,,,63,18,,,,Damien Sagrillo,,,,,data/p0990.krn,kern,,c90642d48b416d002cb15158fc6531e0,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0990.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0990.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""2/4 ]  ZZ[4"", ""rhy1"": ""X  XXXX  XX0"", ""rhy2"": ""X  XXXX  X_0"", ""key"": ""P0990  08  G 2/4 ]  ZZ[4"", ""kad"": ""-7-541"", ""akz"": ""1-7_-6-5_44_51_"", ""fot"": ""'a__as'b__c__"", ""for"": ""'a__aw_a__aw_"", ""fok"": ""'^a_^__~a_\\__"", ""n7k"": ""0] N7[7] O1[7] O2K[0] O2[4] O3K[0] O3[0] H\u00d6[0""}",,,,
p0991,pinck-verklingende-weisen,Gemalte Rosen,,Lothringen,,,,,,,,,,,,,,,,D,heptatonic ionian,9,,2/2 ,,"Gemalte Rosen (3-19), S. 67",,,,pinck1933verklingende3,,,,,67,19,,,,Damien Sagrillo,,,,,data/p0991.krn,kern,,ef63b449f6e6ba7fc1f51a79b9e01e85,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0991.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0991.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""2/2 ]  ZZ[4"", ""rhy1"": ""X_  X_X_X_X_  X_X_X_"", ""rhy2"": ""X_  X_.XX_X_  X__X__"", ""key"": ""P0991  08  D 2/2 ]  ZZ[4"", ""kad"": ""52+23"", ""akz"": ""+16_63_155+2_74_"", ""fot"": ""'a__b__c__bs'"", ""for"": ""'a__b__c__d__"", ""fok"": ""'^__\\__/__\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0992,pinck-verklingende-weisen,Gottselige Strickerin,,Lothringen,,,,,,,,,love|grief|farewell,,,,,,,F,hexatonic minor,6,,3/8 ,,"Gottselige Strickerin (3-20), S. 69",,,,pinck1933verklingende3,,,,,69,20,,,,Damien Sagrillo,,,,,data/p0992.krn,kern,,e3e305a88b651b2b567d90dee2b9b951,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0992.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0992.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""32"", ""meters"": ""3/8 ]  ZZ[6"", ""rhy1"": ""X__  X__X__X__  X__X__X__  X__X__X__  X___X__  X___   (x2)"", ""rhy2"": ""X__  X__X__X__  X__X__X_X_  X__X__X__  X___.  0__"", ""key"": ""P0992  32  F 3/8 ]  ZZ[6"", ""kad"": ""142122"", ""akz"": ""11241_4644_4642_5421_4642_5422_"", ""fot"": ""'a__b__c__d__cw_dw_"", ""for"": ""'a__b__c__d__e__f__"", ""fok"": ""'^__~a_^d_Sd_^a_\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0993,pinck-verklingende-weisen,Gräserin,,Lothringen,,,,,,,,,social class|seduction,,,,,,,F,heptatonic ionian,9,,2/4 ,,"Gr&auml;serin (3-21), S. 73",,,,pinck1933verklingende3,,,,,73,21,,,,Damien Sagrillo,,,,,data/p0993.krn,kern,,b5da05bd805ba5deaf75a788b6bf6d38,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0993.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0993.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""2/4 ]  ZZ[3"", ""rhy1"": ""X_  X__X__  X_.XX_X_  X__X_X_  X___  ^__0_"", ""rhy2"": ""X_  X_X_X_X_  X__X__  X_X_X__  X___  ^__0_"", ""key"": ""P0993  16  F 2/4 ]  ZZ[3"", ""kad"": ""2-51"", ""akz"": ""15522_511-5-5_1232311_"", ""fot"": ""'a__b__c__"", ""for"": ""'a__b__c__"", ""fok"": ""'^a_\\__^a_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0994,pinck-verklingende-weisen,Der Reiter und seine Geliebte,,Lothringen,,,,,,,,,social class|death|seduction|lovemaking,,,,,,,G,pentatonic minor,8,,3/8 ,,"Der Reiter und seine Geliebte (3-22), S. 75",,,,pinck1933verklingende3,,,,,75,22,,,,Damien Sagrillo,,,,,data/p0994.krn,kern,,fd861d668d2c8bc65a70034fc525df85,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0994.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0994.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/8 ]  ZZ[3"", ""rhy1"": ""XX  X_X_X_  X_X_X_  X_X_X_  X__"", ""rhy2"": ""X_  X_X_XX  X_X_X_  X_X_XX  X__"", ""key"": ""P0994  16  G 3/8 ]  ZZ[3"", ""kad"": ""251"", ""akz"": ""3b552_43b25_13b3b1_"", ""fot"": ""'a__b__c__"", ""for"": ""'a__b__b__"", ""fok"": ""'^a_~a_^a_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0995,pinck-verklingende-weisen,Untreue,,Lothringen,,,,,,,,,infidelity|social class|murder,,,,,,,F,heptatonic ionian,9,,3/4 ,,"Untreue (3-23), S. 78",,,,pinck1933verklingende3,,,,,78,23,,,,Damien Sagrillo,,,,,data/p0995.krn,kern,,1403dc4e2aa5d8e100f37667028a538e,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0995.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0995.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""3/4 ]  ZZ[4"", ""rhy1"": ""XXX  X__X_  X_.XX_  X_X_"", ""rhy2"": ""X_  X_X_X_  X_.XX_"", ""key"": ""P0995  08  F 3/4 ]  ZZ[4"", ""kad"": ""12-51"", ""akz"": ""553_14_12_-5241_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__b__c__d__"", ""fok"": ""'^__^a_^d_^a_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0996,pinck-verklingende-weisen,Braun Annel,,Lothringen,,,,,,,,,courtship,,,,,,,E,hexatonic minor,6,,3/8 ,,"Braun Annel (3-24), S. 80",,,,pinck1933verklingende3,,,,,80,24,,,,Damien Sagrillo,,,,,data/p0996.krn,kern,,1e0d4f27c26ad126b55da3f26b0e9b99,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0996.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0996.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/8 ]  ZZ[2"", ""rhy1"": ""X_  X_X_X_  X_X_X_  X_X_X_  X__"", ""rhy2"": ""X_  X_X_XX  X_X_X_  XXX_X_  X__ // "", ""key"": ""P0996  16  E 3/8 ]  ZZ[2"", ""kad"": ""51"", ""akz"": ""3b-7b3b5_5121_"", ""fot"": ""'a__b__"", ""for"": ""'a__b__"", ""fok"": ""'V__Sd_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0998,pinck-verklingende-weisen,Lied vom steinernen Brot,,Lothringen,,,,,,,,,charity,,,,,,,F,hexatonic minor,8,,3/4 ,,"Lied vom steinernen Brot (3-26), S. 85",,,,pinck1933verklingende3,,,,,85,26,,,,Damien Sagrillo,,,,,data/p0998.krn,kern,,ce84fd737139dd3f2431b41e5c4fdf46,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0998.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0998.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""3/4 ]  ZZ[14"", ""rhy1"": ""X_  X_.XX_  X_.XX_  X_X_"", ""rhy2"": ""X_  X__X_  X__X_  X_X_"", ""key"": ""P0998  08  F 3/4 ]  ZZ[14"", ""kad"": ""22212122221221"", ""akz"": ""533_432_543_1-71_543_1-71_533_432_543_433_1-71_543_433_1-71_"", ""fot"": ""'a__b__c__d__c__d__av_bv_cv_bw_dv_cv_bw_dv_"", ""for"": ""'a__b__c__d__c__d__c__e__b__f__g__b__f__g__"", ""fok"": ""'^a_^a_^d_\\__^d_\\__^a_^a_^d_^a_\\__^d_^a_\\__"", ""n7k"": ""2] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0999,pinck-verklingende-weisen,Marksteinlied,,Lothringen,,,,,,,,,greed,,,,,,,E,"['octatonic minor w/o 6', 'octatonic minor w/o 6b']",7,,2/4 4/4 ,,"Marksteinlied (3-27), S. 89",,,,pinck1933verklingende3,,,,,89,27,,,,Damien Sagrillo,,,,,data/p0999.krn,kern,,89c69f094a5d5b2ab44b8267df412ece,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0999.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0999.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""2/4 4/4 ]  ZZ[5"", ""rhy1"": ""X_  X_X_  X__.X_  X_X_  X__."", ""rhy2"": ""X_  X_XX  X_X_X__  X__  X__0_"", ""key"": ""P0999  08  E 2/4 4/4 ]  ZZ[5"", ""kad"": ""52221"", ""akz"": ""3b117b55_43b3b42_3b11-722_3b11-722_3b543b11_"", ""fot"": ""'a__b__c__cv_d__"", ""for"": ""'a__b__a__a__c__"", ""fok"": ""'Sa_Sd_Vd_Vd_^__"", ""n7k"": ""0] N7[0] O1[3] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p1000,pinck-verklingende-weisen,Zwanzig Mörder,,Lothringen,,,,,,,,,murder|punishment|robbery,,,,,,,Eb,heptatonic ionian,9b,,3/8 ,,"Zwanzig Mörder (3-28), S. 93",,,,pinck1933verklingende3,,,,,93,28,,,,Damien Sagrillo,,,,,data/p1000.krn,kern,,3ad4f19b1f3f0aa9ab5a6c64e6aeb77b,http://verovio.humdrum.org/?file=sagrillo/lorraine/p1000.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p1000.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/8 ]  ZZ[4"", ""rhy1"": ""X_  X_.XX_  X_.XX_  X__X_  X__"", ""rhy2"": ""X_  X__X_  X__X_  X_X_X_  X__"", ""key"": ""P1000  16 Eb 3/8 ]  ZZ[4"", ""kad"": ""-7551"", ""akz"": ""332-7_5+125_5645_3421_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__b__b__c__"", ""fok"": ""'\\__~__~a_\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p1001,pinck-verklingende-weisen,Schinderhannes,,Lothringen,,,,,,,,,legend,,,,,,,G,heptatonic ionian,8,,4/4 ,,"Schinderhannes (3-29), S. 95",,,,pinck1933verklingende3,,,,,95,29,,,,Damien Sagrillo,,,,,data/p1001.krn,kern,,6f46f2ea00d6e745fa4cf48b6abf9912,http://verovio.humdrum.org/?file=sagrillo/lorraine/p1001.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p1001.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""4/4 ]  ZZ[4"", ""rhy1"": ""X_(X_X_X_)  X__X_.XX_.XX_X_  X__X__0__"", ""rhy2"": ""X_.X  X__.X_X__X_X_  X_.XX__0__"", ""key"": ""P1001  16  G 4/4 ]  ZZ[4"", ""kad"": ""-5-521"", ""akz"": ""11-6_11-6_-7212_531_"", ""fot"": ""'a__av_b__c__"", ""for"": ""'a__b__c__d__"", ""fok"": ""'^__^__~a_^d_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p1002,pinck-verklingende-weisen,Napoleonslied,,Lothringen,,,,,,,,,historical|soldier's song,,,,,,,G,hexatonic minor,9,,2/4 3/4 ,,"Napoleonslied (3-30), S. 99",,,,pinck1933verklingende3,,,,,99,30,,,,Damien Sagrillo,,,,,data/p1002.krn,kern,,f1dccc24bc66ec6a67eb2caf811cb313,http://verovio.humdrum.org/?file=sagrillo/lorraine/p1002.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p1002.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""2/4 3/4 ]  ZZ[4"", ""rhy1"": ""X__  X__X__  X__.X_X__  X__X_X_  X___   (x2)"", ""rhy2"": ""X_X_  X__X__  X__.X_X__  X__X_X_  X___"", ""key"": ""P1002  16  G 2/4 3/4 ]  ZZ[4"", ""kad"": ""1351"", ""akz"": ""1321_3543_5542_3131_"", ""fot"": ""'a__as\""b__c__"", ""for"": ""'a__av_b__c__"", ""fok"": ""'^a_^a_~a_\\__"", ""n7k"": ""0] N7[14] O1[26] O2K[0] O2[13] O3K[0] O3[3] H\u00d6[0""}",,,,
p1003,pinck-verklingende-weisen,General Ney,,Lothringen,,,,,,,,,historical|soldier's song,,,,,,,C,heptatonic ionian,9,,2/4 ,,"General Ney (3-31), S. 101",,,,pinck1933verklingende3,,,,,101,31,,,,Damien Sagrillo,,,,,data/p1003.krn,kern,,5ff07b8b485d090e49cd1d142cf60b2f,http://verovio.humdrum.org/?file=sagrillo/lorraine/p1003.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p1003.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""2/4 ]  ZZ[8"", ""rhy1"": ""0_X__  X__X__  X_X_X__  X__X_X_  X___   (x2)"", ""rhy2"": ""X__X__  X__X__  X__X__  X___  0_"", ""key"": ""P1003  16  C 2/4 ]  ZZ[8"", ""kad"": ""33+1+15+15+1"", ""akz"": ""5+153_5643_243+1_523+1_+1+265_+27+1_+1+265_+27+1_"", ""fot"": ""'a__b__c__d__e__f__e__f__"", ""for"": ""'a__b__c__d__e__f__e__fv_"", ""fok"": ""'^d_\\__/__Va_^d_-__^d_-__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p1004,pinck-verklingende-weisen,Sebastopollied,,Lothringen,,,,,,,,,historical|soldier's song,,,,,,,G,hexatonic minor,8,,3/8 ,,"Sebastopollied (3-32), S. 104",,,,pinck1933verklingende3,,,,,104,32,,,,Damien Sagrillo,,,,,data/p1004.krn,kern,,c2cb261d7dcbf5a56a061dadd0075397,http://verovio.humdrum.org/?file=sagrillo/lorraine/p1004.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p1004.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/8 ]  ZZ[4"", ""rhy1"": ""X_  X_.X_X  X_.XX_  X_.XX_  X__"", ""rhy2"": ""X_  X_.XX_  X__X_  X_X_XX  X__0_"", ""key"": ""P1004  16  G 3/8 ]  ZZ[4"", ""kad"": ""-51-51"", ""akz"": ""121-5_1541_121-5_1541_"", ""fot"": ""'a__b__c__bv_"", ""for"": ""'a__b__c__d__"", ""fok"": ""'^__^a_^d_^a_"", ""n7k"": ""0] N7[6] O1[7] O2K[0] O2[3] O3K[0] O3[0] H\u00d6[0""}",,,,
p1005,pinck-verklingende-weisen,Conscritlied,,Lothringen,,,,,,,,,soldier's song,,,,,,,D,heptatonic ionian,8,,4/4 ,,"Conscritlied (3-33), S. 107",,,,pinck1933verklingende3,,,,,107,33,,,,Damien Sagrillo,,,,,data/p1005.krn,kern,,06c459c37b14d27c73a3cf6ee3046786,http://verovio.humdrum.org/?file=sagrillo/lorraine/p1005.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p1005.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""4/4 ]  ZZ[5"", ""rhy1"": ""X_  X_XXX_XX  X__X_"", ""rhy2"": ""X_  X_X_X_X_  X_X_X__  0__."", ""key"": ""P1005  08  D 4/4 ]  ZZ[5"", ""kad"": ""2+15+13"", ""akz"": ""+1532_453+1_235+2+1+25_3355543+1_3355543_"", ""fot"": ""'a__b__c__d__dv_"", ""for"": ""'a__b__c__d__e__"", ""fok"": ""'\\__~a_^a_Wa_^__"", ""n7k"": ""0] N7[0] O1[3] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p1006,pinck-verklingende-weisen,Soldatenlied,,Lothringen,,,,,,,,,soldier's song,,,,,,,Eb,hexatonic minor,11,,3/4 ,,"Soldatenlied (3-34), S. 109",,,,pinck1933verklingende3,,,,,109,34,,,,Damien Sagrillo,,,,,data/p1006.krn,kern,,5d15f70d9dcf92f6527f3b4b21b56f44,http://verovio.humdrum.org/?file=sagrillo/lorraine/p1006.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p1006.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/4 ]  ZZ[4"", ""rhy1"": ""X__  X__X__X_X_  X_X_X__"", ""rhy2"": ""X_.X  X__X__X__  X___"", ""key"": ""P1006  16 Eb 3/4 ]  ZZ[4"", ""kad"": ""2251"", ""akz"": ""54_32_13_51_"", ""fot"": ""'a__as\""b__c__"", ""for"": ""'a__b__a__aw_"", ""fok"": ""'\\__\\__/__\\__"", ""n7k"": ""0] N7[6] O1[6] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
